tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
237561	Candida albicans SC5314	3637395	0	live	CAALFM_C203900CA	CAALFM_C203900CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	813428	815788	minus	1	
237561	Candida albicans SC5314	3637394	0	live	CHK1	CAALFM_C203320WA	Chk1p	; Chk1p		2	NC_032090.1	683898	691313	plus	1	
237561	Candida albicans SC5314	3637393	0	live	HOG1	CAALFM_C203330CA	mitogen-activated protein kinase	; mitogen-activated protein kinase		2	NC_032090.1	691444	692577	minus	1	
237561	Candida albicans SC5314	3637392	0	live	CAALFM_C203340WA	CAALFM_C203340WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	692973	695063	plus	1	
237561	Candida albicans SC5314	3637391	0	live	PGA17	CAALFM_C203350WA	Pga17p	; Pga17p		2	NC_032090.1	695735	697408	plus	1	
237561	Candida albicans SC5314	3637389	0	live	CAALFM_C203360WA	CAALFM_C203360WA	AMP deaminase	; AMP deaminase		2	NC_032090.1	698119	700455	plus	1	
237561	Candida albicans SC5314	3637387	0	live	THI20	CAALFM_C203370WA	trifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase/thiaminase	; trifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase/thiaminase		2	NC_032090.1	700790	702436	plus	1	
237561	Candida albicans SC5314	3637386	0	live	PAN1	CAALFM_C203380WA	Pan1p	; Pan1p		2	NC_032090.1	702727	706917	plus	1	
237561	Candida albicans SC5314	3637384	0	live	DCK2	CAALFM_C204040CA	Dck2p	; Dck2p		2	NC_032090.1	841309	846615	minus	1	
237561	Candida albicans SC5314	3637383	0	live	DCK1	CAALFM_C204050CA	Dck1p	; Dck1p		2	NC_032090.1	847533	853277	minus	1	
237561	Candida albicans SC5314	3637382	0	live	SSY1	CAALFM_C204060CA	Ssy1p	; Ssy1p		2	NC_032090.1	854661	857303	minus	1	
237561	Candida albicans SC5314	3637381	0	live	CAALFM_C204080WA	CAALFM_C204080WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	858566	860644	plus	1	
237561	Candida albicans SC5314	3637380	0	live	CAALFM_C204090WA	CAALFM_C204090WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	860981	862354	plus	1	
237561	Candida albicans SC5314	3637379	0	live	CAALFM_C204100WA	CAALFM_C204100WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	862515	863651	plus	1	
237561	Candida albicans SC5314	3637378	0	live	CAALFM_C204110WA	CAALFM_C204110WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	864185	867989	plus	2	
237561	Candida albicans SC5314	3637377	0	live	CAALFM_C204120CA	CAALFM_C204120CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	868107	869474	minus	1	
237561	Candida albicans SC5314	3637376	0	live	CAALFM_C203690CA	CAALFM_C203690CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	776856	779372	minus	1	
237561	Candida albicans SC5314	3637375	0	live	CAALFM_C203700WA	CAALFM_C203700WA	amidase	; amidase		2	NC_032090.1	782202	783326	plus	1	
237561	Candida albicans SC5314	3637374	0	live	CAALFM_C203710WA	CAALFM_C203710WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	785869	788415	plus	1	
237561	Candida albicans SC5314	3637373	0	live	PGA16	CAALFM_C203720WA	Pga16p	; Pga16p		2	NC_032090.1	789500	789823	plus	1	
237561	Candida albicans SC5314	3637372	0	live	YIM1	CAALFM_C203750WA	Yim1p	; Yim1p		2	NC_032090.1	790963	792051	plus	1	
237561	Candida albicans SC5314	3637371	0	live	CAALFM_C203760CA	CAALFM_C203760CA	protein kinase	; protein kinase		2	NC_032090.1	792275	795163	minus	1	
237561	Candida albicans SC5314	3637369	0	live	STE11	CAALFM_C203770CA	mitogen-activated protein kinase kinase kinase	; mitogen-activated protein kinase kinase kinase		2	NC_032090.1	795612	798083	minus	1	
237561	Candida albicans SC5314	3637368	0	live	CAALFM_C203780CA	CAALFM_C203780CA	phosphoprotein phosphatase	; phosphoprotein phosphatase		2	NC_032090.1	798539	800725	minus	1	
237561	Candida albicans SC5314	3637367	0	live	GCD7	CAALFM_C203990WA	translation initiation factor eIF2B subunit beta	; translation initiation factor eIF2B subunit beta		2	NC_032090.1	836081	837178	plus	1	
237561	Candida albicans SC5314	3637365	0	live	CAALFM_C204000CA	CAALFM_C204000CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	837207	837875	minus	1	
237561	Candida albicans SC5314	3637364	0	live	HSP21	CAALFM_C204010CA	Hsp21p	; Hsp21p		2	NC_032090.1	838065	838634	minus	1	
237561	Candida albicans SC5314	3637362	0	live	SDS22	CAALFM_C204020CA	type 1 protein phosphatase-activating protein	; type 1 protein phosphatase-activating protein		2	NC_032090.1	839032	840156	minus	1	
237561	Candida albicans SC5314	3637361	0	live	ACP12	CAALFM_C204030CA	acyl carrier protein	; acyl carrier protein		2	NC_032090.1	840690	841022	minus	1	
237561	Candida albicans SC5314	3637358	0	live	STE4	CAALFM_C204210WA	G protein subunit beta	; G protein subunit beta		2	NC_032090.1	884415	885788	plus	1	
237561	Candida albicans SC5314	3637357	0	live	TAF14	CAALFM_C204220CA	TATA-binding protein-associated factor	; TATA-binding protein-associated factor		2	NC_032090.1	886061	886970	minus	2	
237561	Candida albicans SC5314	3637356	0	live	BAT21	CAALFM_C204230WA	branched-chain-amino-acid transaminase	; branched-chain-amino-acid transaminase		2	NC_032090.1	887776	888957	plus	1	
237561	Candida albicans SC5314	3637355	0	live	HYM1	CAALFM_C204240CA	Hym1p	; Hym1p		2	NC_032090.1	889091	890104	minus	1	
237561	Candida albicans SC5314	3637354	0	live	VPS36	CAALFM_C204250WA	ESCRT-II subunit protein	; ESCRT-II subunit protein		2	NC_032090.1	890702	892699	plus	1	
237561	Candida albicans SC5314	3637353	0	live	SSN3	CAALFM_C204260WA	cyclin-dependent serine/threonine protein kinase	; cyclin-dependent serine/threonine protein kinase		2	NC_032090.1	893030	894856	plus	1	
237561	Candida albicans SC5314	3637352	0	live	CAK1	CAALFM_C204270WA	cyclin-dependent protein kinase-activating kinase	; cyclin-dependent protein kinase-activating kinase		2	NC_032090.1	895055	896074	plus	1	
237561	Candida albicans SC5314	3637350	0	live	PGA33	CAALFM_C203440WA	Pga33p	; Pga33p		2	NC_032090.1	719546	720286	plus	1	
237561	Candida albicans SC5314	3637349	0	live	CAALFM_C203450WA	CAALFM_C203450WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	720617	721876	plus	1	
237561	Candida albicans SC5314	3637348	0	live	CAALFM_C203460CA	CAALFM_C203460CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	721980	723086	minus	1	
237561	Candida albicans SC5314	3637346	0	live	CAALFM_C203490CA	CAALFM_C203490CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	725206	726486	minus	1	
237561	Candida albicans SC5314	3637345	0	live	CAALFM_C203500WA	CAALFM_C203500WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	728326	731385	plus	1	
237561	Candida albicans SC5314	3637342	0	live	ADAEC	CAALFM_C203520CA	Adaecp	; Adaecp		2	NC_032090.1	740722	742359	minus	1	
237561	Candida albicans SC5314	3637341	0	live	CAALFM_C203530WA	CAALFM_C203530WA	putative metalloreductase	; putative metalloreductase		2	NC_032090.1	747174	748787	plus	1	
237561	Candida albicans SC5314	3637340	0	live	RAD32	CAALFM_C203540WA	DNA-directed DNA polymerase eta	; DNA-directed DNA polymerase eta		2	NC_032090.1	749770	751692	plus	1	
237561	Candida albicans SC5314	3637338	0	live	CAALFM_C203550CA	CAALFM_C203550CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	751790	754894	minus	1	
237561	Candida albicans SC5314	3637337	0	live	CAALFM_C203560CA	CAALFM_C203560CA	mitochondrial 54S ribosomal protein YmL35	; mitochondrial 54S ribosomal protein YmL35		2	NC_032090.1	755206	756342	minus	1	
237561	Candida albicans SC5314	3637336	0	live	CAALFM_C203570CA	CAALFM_C203570CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	756676	757386	minus	1	
237561	Candida albicans SC5314	3637335	0	live	CAP4	CAALFM_C203590CA	Cap4p	; Cap4p		2	NC_032090.1	758090	758620	minus	1	
237561	Candida albicans SC5314	3637334	0	live	CAALFM_C204130WA	CAALFM_C204130WA	Rpd3L histone deacetylase complex subunit	Rpd3L histone deacetylase complex subunit		2	NC_032090.1	870626	872458	plus	1	
237561	Candida albicans SC5314	3637333	0	live	CHS5	CAALFM_C204140WA	Chs5p	; Chs5p		2	NC_032090.1	872931	874619	plus	1	
237561	Candida albicans SC5314	3637332	0	live	VMA7	CAALFM_C204150CA	H(+)-transporting V1 sector ATPase subunit F	; H(+)-transporting V1 sector ATPase subunit F		2	NC_032090.1	874851	875207	minus	1	
237561	Candida albicans SC5314	3637331	0	live	CAALFM_C204160WA	CAALFM_C204160WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	875525	876382	plus	1	
237561	Candida albicans SC5314	3637330	0	live	CAALFM_C204180CA	CAALFM_C204180CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	877101	878081	minus	1	
237561	Candida albicans SC5314	3637329	0	live	UGA1	CAALFM_C204190CA	4-aminobutyrate transaminase	; 4-aminobutyrate transaminase		2	NC_032090.1	878553	879968	minus	1	
237561	Candida albicans SC5314	3637327	0	live	TBF1	CAALFM_C204200WA	Tbf1p	; Tbf1p		2	NC_032090.1	880756	883416	plus	1	
237561	Candida albicans SC5314	3637326	0	live	CAALFM_C204280WA	CAALFM_C204280WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	897773	900651	plus	2	
237561	Candida albicans SC5314	3637323	0	live	PYC2	CAALFM_C403940CA	pyruvate carboxylase 2	; pyruvate carboxylase 2		4	NC_032092.1	837701	841234	minus	1	
237561	Candida albicans SC5314	3637060	0	live	LPI9	CAALFM_C701780WA	protein phosphatase regulator	; protein phosphatase regulator		7	NC_032095.1	380242	384336	plus	1	
237561	Candida albicans SC5314	3637057	0	live	RPL5	CAALFM_C701790CA	ribosomal 60S subunit protein L5	; ribosomal 60S subunit protein L5		7	NC_032095.1	384487	385383	minus	1	
237561	Candida albicans SC5314	3637056	0	live	PFK2	CAALFM_C701800CA	6-phosphofructokinase subunit beta	; 6-phosphofructokinase subunit beta		7	NC_032095.1	385958	388798	minus	1	
237561	Candida albicans SC5314	3637055	0	live	RVB2	CAALFM_C701810WA	RuvB family ATP-dependent DNA helicase reptin	; RuvB family ATP-dependent DNA helicase reptin		7	NC_032095.1	390347	391843	plus	1	
237561	Candida albicans SC5314	3637054	0	live	VMA11	CAALFM_C701820CA	H(+)-transporting V0 sector ATPase subunit c'	; H(+)-transporting V0 sector ATPase subunit c'		7	NC_032095.1	392020	392511	minus	1	
237561	Candida albicans SC5314	3637053	0	live	CAALFM_C701830WA	CAALFM_C701830WA	MIND complex subunit	; MIND complex subunit		7	NC_032095.1	393003	393695	plus	1	
237561	Candida albicans SC5314	3637052	0	live	IQG1	CAALFM_C701840WA	Iqg1p	; Iqg1p		7	NC_032095.1	394415	399358	plus	1	
237561	Candida albicans SC5314	3637051	0	live	CAALFM_C701490WA	CAALFM_C701490WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	312570	313262	plus	1	
237561	Candida albicans SC5314	3637050	0	live	CAALFM_C701500WA	CAALFM_C701500WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	313805	315115	plus	1	
237561	Candida albicans SC5314	3637049	0	live	CAALFM_C701510WA	CAALFM_C701510WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	317084	318727	plus	1	
237561	Candida albicans SC5314	3637048	0	live	FLU1	CAALFM_C701520WA	Flu1p	; Flu1p		7	NC_032095.1	320555	322387	plus	1	
237561	Candida albicans SC5314	3637045	0	live	ALK6	CAALFM_C701540WA	Alk6p	; Alk6p		7	NC_032095.1	325170	326693	plus	1	
237561	Candida albicans SC5314	3637044	0	live	BEM2	CAALFM_C701550WA	Bem2p	; Bem2p		7	NC_032095.1	329715	336473	plus	1	
237561	Candida albicans SC5314	3637041	0	live	NUP	CAALFM_C701560CA	Nupp	; Nupp		7	NC_032095.1	336677	337897	minus	1	
237561	Candida albicans SC5314	3637040	0	live	CAALFM_C701570CA	CAALFM_C701570CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	338747	339883	minus	1	
237561	Candida albicans SC5314	3637039	0	live	SMC6	CAALFM_C701580WA	DNA repair protein	; DNA repair protein		7	NC_032095.1	340590	343976	plus	1	
237561	Candida albicans SC5314	3637037	0	live	CAALFM_C701590CA	CAALFM_C701590CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	344244	345575	minus	1	
237561	Candida albicans SC5314	3637036	0	live	CAALFM_C701600WA	CAALFM_C701600WA	membrane insertase	; membrane insertase		7	NC_032095.1	345794	346918	plus	1	
237561	Candida albicans SC5314	3637034	0	live	CRN1	CAALFM_C701850CA	Crn1p	; Crn1p		7	NC_032095.1	399687	401742	minus	2	
237561	Candida albicans SC5314	3637032	0	live	MSK1	CAALFM_C701870WA	lysine--tRNA ligase	; lysine--tRNA ligase		7	NC_032095.1	402404	404011	plus	1	
237561	Candida albicans SC5314	3637031	0	live	CAALFM_C701880CA	CAALFM_C701880CA	flavin adenine dinucleotide transporter	; flavin adenine dinucleotide transporter		7	NC_032095.1	404173	405123	minus	1	
237561	Candida albicans SC5314	3637030	0	live	NUC2	CAALFM_C701900WA	Nuc2p	; Nuc2p		7	NC_032095.1	406702	408138	plus	1	
237561	Candida albicans SC5314	3637029	0	live	CAALFM_C701910CA	CAALFM_C701910CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	408386	409249	minus	1	
237561	Candida albicans SC5314	3637028	0	live	CDC34	CAALFM_C701920WA	SCF E2 ubiquitin-protein ligase catalytic subunit	; SCF E2 ubiquitin-protein ligase catalytic subunit		7	NC_032095.1	411053	411787	plus	1	
237561	Candida albicans SC5314	3637027	0	live	CAALFM_C701930CA	CAALFM_C701930CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	412311	412922	minus	1	
237561	Candida albicans SC5314	3637026	0	live	GRX1	CAALFM_C702070WA	Grx1p	; Grx1p		7	NC_032095.1	460994	461365	plus	1	
237561	Candida albicans SC5314	3637025	0	live	CAALFM_C702080WA	CAALFM_C702080WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	461678	462148	plus	1	
237561	Candida albicans SC5314	3637024	0	live	CAALFM_C702090CA	CAALFM_C702090CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	462241	463041	minus	1	
237561	Candida albicans SC5314	3637023	0	live	CAALFM_C702100WA	CAALFM_C702100WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	463552	464776	plus	2	
237561	Candida albicans SC5314	3637022	0	live	CAALFM_C702110WA	CAALFM_C702110WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	465064	467130	plus	1	
237561	Candida albicans SC5314	3637019	0	live	CAALFM_C702120CA	CAALFM_C702120CA	mitochondrial 54S ribosomal protein MRP49	; mitochondrial 54S ribosomal protein MRP49		7	NC_032095.1	467306	467767	minus	1	
237561	Candida albicans SC5314	3637018	0	live	CAALFM_C702550CA	CAALFM_C702550CA	iron-sulfur cluster assembly protein	; iron-sulfur cluster assembly protein		7	NC_032095.1	547659	548327	minus	1	
237561	Candida albicans SC5314	3637016	0	live	CAALFM_C702560WA	CAALFM_C702560WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	548601	552542	plus	1	
237561	Candida albicans SC5314	3637013	0	live	CAALFM_C701700WA	CAALFM_C701700WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	370380	371207	plus	1	
237561	Candida albicans SC5314	3637012	0	live	CAALFM_C701710WA	CAALFM_C701710WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	371481	372662	plus	1	
237561	Candida albicans SC5314	3637011	0	live	CAALFM_C701720WA	CAALFM_C701720WA	flavin-linked sulfhydryl oxidase	; flavin-linked sulfhydryl oxidase		7	NC_032095.1	373129	373893	plus	1	
237561	Candida albicans SC5314	3637010	0	live	CAALFM_C701740CA	CAALFM_C701740CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	374590	375264	minus	1	
237561	Candida albicans SC5314	3637009	0	live	CAALFM_C701750WA	CAALFM_C701750WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	375744	376628	plus	1	
237561	Candida albicans SC5314	3637007	0	live	ISU1	CAALFM_C701760CA	iron-binding protein	; iron-binding protein		7	NC_032095.1	377222	377785	minus	1	
237561	Candida albicans SC5314	3637004	0	live	FMP45	CAALFM_C702240WA	Fmp45p	; Fmp45p		7	NC_032095.1	487109	487966	plus	1	
237561	Candida albicans SC5314	3637003	0	live	CAALFM_C702250WA	CAALFM_C702250WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	489299	491008	plus	1	
237561	Candida albicans SC5314	3637002	0	live	CAALFM_C702260WA	CAALFM_C702260WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	492273	492731	plus	1	
237561	Candida albicans SC5314	3637001	0	live	LDG3	CAALFM_C702270WA	Ldg3p	; Ldg3p		7	NC_032095.1	493961	494419	plus	1	
237561	Candida albicans SC5314	3636999	0	live	CAALFM_C702280WA	CAALFM_C702280WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	495607	496065	plus	1	
237561	Candida albicans SC5314	3636997	0	live	CAALFM_C702130WA	CAALFM_C702130WA	short-chain dehydrogenase/reductase	; short-chain dehydrogenase/reductase		7	NC_032095.1	468121	469158	plus	1	
237561	Candida albicans SC5314	3636996	0	live	CAALFM_C702140WA	CAALFM_C702140WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	469496	470368	plus	1	
237561	Candida albicans SC5314	3636995	0	live	ECM42	CAALFM_C702150CA	glutamate N-acetyltransferase	; glutamate N-acetyltransferase		7	NC_032095.1	470403	471722	minus	1	
237561	Candida albicans SC5314	3636994	0	live	CAALFM_C702160WA	CAALFM_C702160WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	472182	475838	plus	1	
237561	Candida albicans SC5314	3636993	0	live	CAALFM_C702170CA	CAALFM_C702170CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	475895	476923	minus	1	
237561	Candida albicans SC5314	3636992	0	live	TRS33	CAALFM_C702180CA	Trs33p	; Trs33p		7	NC_032095.1	477161	477799	minus	1	
237561	Candida albicans SC5314	3636991	0	live	WHI3	CAALFM_C702200WA	mRNA-binding protein	; mRNA-binding protein		7	NC_032095.1	480365	482479	plus	1	
237561	Candida albicans SC5314	3636990	0	live	CAALFM_C702210WA	CAALFM_C702210WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	483232	483624	plus	1	
237561	Candida albicans SC5314	3636989	0	live	CAALFM_C702220CA	CAALFM_C702220CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	483803	485029	minus	1	
237561	Candida albicans SC5314	3636988	0	live	KCH1	CAALFM_C701620CA	Kch1p	; Kch1p		7	NC_032095.1	347813	349792	minus	1	
237561	Candida albicans SC5314	3636987	0	live	RNH35	CAALFM_C701630WA	ribonuclease H2 catalytic subunit	; ribonuclease H2 catalytic subunit		7	NC_032095.1	350989	352284	plus	1	
237561	Candida albicans SC5314	3636986	0	live	LAT1	CAALFM_C701640WA	dihydrolipoyllysine-residue acetyltransferase	; dihydrolipoyllysine-residue acetyltransferase		7	NC_032095.1	352678	354111	plus	1	
237561	Candida albicans SC5314	3636984	0	live	CAALFM_C701650WA	CAALFM_C701650WA	transcription factor TFIIIC subunit	; transcription factor TFIIIC subunit		7	NC_032095.1	354542	356139	plus	2	
237561	Candida albicans SC5314	3636983	0	live	CAALFM_C701660CA	CAALFM_C701660CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	356175	358622	minus	1	
237561	Candida albicans SC5314	3636982	0	live	CAALFM_C701670WA	CAALFM_C701670WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	359156	360895	plus	1	
237561	Candida albicans SC5314	3636981	0	live	CAALFM_C701680CA	CAALFM_C701680CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	363741	364475	minus	1	
237561	Candida albicans SC5314	3636980	0	live	CAALFM_C701690WA	CAALFM_C701690WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	369530	369886	plus	1	
237561	Candida albicans SC5314	3636978	0	live	CYP1	CAALFM_C702380CA	peptidylprolyl isomerase	; peptidylprolyl isomerase		7	NC_032095.1	519130	519618	minus	1	
237561	Candida albicans SC5314	3636977	0	live	AHP2	CAALFM_C702390WA	Ahp2p	; Ahp2p		7	NC_032095.1	520547	521104	plus	1	
237561	Candida albicans SC5314	3636975	0	live	CAALFM_C702420CA	CAALFM_C702420CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	523711	526224	minus	1	
237561	Candida albicans SC5314	3636973	0	live	CAALFM_C702430CA	CAALFM_C702430CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	526542	527896	minus	1	
237561	Candida albicans SC5314	3636972	0	live	CAALFM_C702450WA	CAALFM_C702450WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	529016	530869	plus	1	
237561	Candida albicans SC5314	3636971	0	live	CAALFM_C701940CA	CAALFM_C701940CA	pheromone-regulated protein	; pheromone-regulated protein		7	NC_032095.1	413292	416609	minus	1	
237561	Candida albicans SC5314	3636970	0	live	CAALFM_C701950WA	CAALFM_C701950WA	putative rhomboid protease	; putative rhomboid protease		7	NC_032095.1	418439	419293	plus	1	
237561	Candida albicans SC5314	3636969	0	live	CAALFM_C701960WA	CAALFM_C701960WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	419928	421982	plus	1	
237561	Candida albicans SC5314	3636968	0	live	TOM40	CAALFM_C701970CA	Tom40p	; Tom40p		7	NC_032095.1	422229	423401	minus	1	
237561	Candida albicans SC5314	3636966	0	live	CAALFM_C701990CA	CAALFM_C701990CA	hypothetical protein	hypothetical protein		7	NC_032095.1	429941	431671	minus	1	
237561	Candida albicans SC5314	3636964	0	live	CAALFM_C702000CA	CAALFM_C702000CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	432211	433887	minus	1	
237561	Candida albicans SC5314	3636963	0	live	NBP2	CAALFM_C701410CA	Nbp2p	; Nbp2p		7	NC_032095.1	290111	291139	minus	1	
237561	Candida albicans SC5314	3636962	0	live	GIR2	CAALFM_C701420WA	Gir2p	; Gir2p		7	NC_032095.1	292252	293031	plus	1	
237561	Candida albicans SC5314	3636961	0	live	CAALFM_C701430CA	CAALFM_C701430CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	295832	296773	minus	1	
237561	Candida albicans SC5314	3636960	0	live	CAALFM_C701440WA	CAALFM_C701440WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	302675	303043	plus	1	
237561	Candida albicans SC5314	3636959	0	live	PRT1	CAALFM_C701450CA	translation initiation factor eIF3 subunit b	; translation initiation factor eIF3 subunit b		7	NC_032095.1	303151	305370	minus	1	
237561	Candida albicans SC5314	3636958	0	live	CAALFM_C701460CA	CAALFM_C701460CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	305828	308848	minus	1	
237561	Candida albicans SC5314	3636957	0	live	PRE10	CAALFM_C701470CA	proteasome core particle subunit alpha 7	; proteasome core particle subunit alpha 7		7	NC_032095.1	309229	310165	minus	3	
237561	Candida albicans SC5314	3636956	0	live	CAALFM_C701480WA	CAALFM_C701480WA	palmitoyltransferase	; palmitoyltransferase		7	NC_032095.1	310445	311785	plus	1	
237561	Candida albicans SC5314	3636954	0	live	CAALFM_C702010CA	CAALFM_C702010CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	435297	437282	minus	1	
237561	Candida albicans SC5314	3636953	0	live	RAD14	CAALFM_C702020WA	Rad14p	; Rad14p		7	NC_032095.1	438032	439222	plus	1	
237561	Candida albicans SC5314	3636951	0	live	HSP90	CAALFM_C702030WA	Hsp90 family chaperone	; Hsp90 family chaperone		7	NC_032095.1	439525	441648	plus	1	
237561	Candida albicans SC5314	3636950	0	live	CUP9	CAALFM_C702040CA	Cup9p	; Cup9p		7	NC_032095.1	449870	450904	minus	1	
237561	Candida albicans SC5314	3636948	0	live	EXO70	CAALFM_C702050CA	GTP-Rho binding exocyst subunit	; GTP-Rho binding exocyst subunit		7	NC_032095.1	455359	457362	minus	1	
237561	Candida albicans SC5314	3636947	0	live	LIG1	CAALFM_C702060WA	tRNA ligase	; tRNA ligase		7	NC_032095.1	458219	460717	plus	1	
237561	Candida albicans SC5314	3636946	0	live	CAALFM_C702460CA	CAALFM_C702460CA	GTPase	; GTPase		7	NC_032095.1	530886	532163	minus	1	
237561	Candida albicans SC5314	3636945	0	live	CAALFM_C702470CA	CAALFM_C702470CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	532246	533123	minus	2	
237561	Candida albicans SC5314	3636944	0	live	CAALFM_C702480WA	CAALFM_C702480WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	533816	534331	plus	1	
237561	Candida albicans SC5314	3636943	0	live	PEX1	CAALFM_C702490WA	AAA family ATPase peroxin 1	; AAA family ATPase peroxin 1		7	NC_032095.1	534960	538232	plus	1	
237561	Candida albicans SC5314	3636942	0	live	DPP3	CAALFM_C702500CA	bifunctional diacylglycerol diphosphate phosphatase/phosphatidate phosphatase	; bifunctional diacylglycerol diphosphate phosphatase/phosphatidate phosphatase		7	NC_032095.1	538375	539295	minus	1	
237561	Candida albicans SC5314	3636941	0	live	CAALFM_C702520WA	CAALFM_C702520WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	541379	542170	plus	1	
237561	Candida albicans SC5314	3636940	0	live	CAALFM_C702530CA	CAALFM_C702530CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	542111	543661	minus	1	
237561	Candida albicans SC5314	3636939	0	live	CAALFM_C702540WA	CAALFM_C702540WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	545757	547433	plus	1	
237561	Candida albicans SC5314	3636938	0	live	CAALFM_C702290WA	CAALFM_C702290WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	496851	497402	plus	1	
237561	Candida albicans SC5314	3636937	0	live	YPS7	CAALFM_C702300WA	putative aspartic endopeptidase	; putative aspartic endopeptidase		7	NC_032095.1	497855	499960	plus	1	
237561	Candida albicans SC5314	3636936	0	live	CAALFM_C702310CA	CAALFM_C702310CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	500154	501344	minus	1	
237561	Candida albicans SC5314	3636935	0	live	SEC1	CAALFM_C702320WA	Sec1p	; Sec1p		7	NC_032095.1	502656	504995	plus	1	
237561	Candida albicans SC5314	3636934	0	live	YCF1	CAALFM_C702330WA	ATP-binding cassette glutathione S-conjugate transporter	; ATP-binding cassette glutathione S-conjugate transporter		7	NC_032095.1	505458	510197	plus	1	
237561	Candida albicans SC5314	3636933	0	live	CAALFM_C702340CA	CAALFM_C702340CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	510339	511619	minus	1	
237561	Candida albicans SC5314	3636932	0	live	CAALFM_C702350CA	CAALFM_C702350CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	511805	514204	minus	1	
237561	Candida albicans SC5314	3636931	0	live	CAALFM_C702360WA	CAALFM_C702360WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	515708	516121	plus	1	
237561	Candida albicans SC5314	3636930	0	live	CAALFM_C702370WA	CAALFM_C702370WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	517530	518033	plus	1	
